Team_left,Match Up_left,Game Date_left,W/L_left,MIN_left,PTS_left,FGM_left,FGA_left,FG%_left,3PM_left,3PA_left,3P%_left,FTM_left,FTA_left,FT%_left,OREB_left,DREB_left,REB_left,AST_left,TOV_left,STL_left,BLK_left,PF_left,+/-_left,winrate 30_left,winrate 6_left,Team_right,Match Up_right,Game Date_right,W/L_right,MIN_right,PTS_right,FGM_right,FGA_right,FG%_right,3PM_right,3PA_right,3P%_right,FTM_right,FTA_right,FT%_right,OREB_right,DREB_right,REB_right,AST_right,TOV_right,STL_right,BLK_right,PF_right,+/-_right,winrate 30_right,winrate 6_right,Result,Location
ATL,ATL @ LAS,09/11/2008,W,40,74.55172413793103,26.344827586206897,66.48275862068965,39.310344827586206,5.9655172413793105,17.379310344827587,33.310344827586206,15.89655172413793,21.413793103448278,73.86206896551724,9.827586206896552,21.93103448275862,31.75862068965517,14.379310344827585,17.862068965517242,8.310344827586206,4.103448275862069,24.03448275862069,-11.10344827586207,0.1,0.0,NYL,NYL @ IND,09/11/2008,L,40,75.8,26.5,62.96666666666667,41.733333333333334,7.4,19.866666666666667,36.86666666666667,15.4,20.366666666666667,76.46666666666667,9.233333333333333,23.3,32.53333333333333,16.3,16.066666666666666,8.766666666666667,3.3333333333333335,18.9,1.4666666666666666,0.6,0.6666666666666666,0,1
CON,CON @ SAN,09/11/2008,L,40,79.4,28.333333333333332,66.53333333333333,42.13333333333333,6.633333333333334,20.0,32.833333333333336,16.1,21.7,74.2,10.766666666666667,26.033333333333335,36.8,18.0,14.8,6.166666666666667,2.9,17.866666666666667,5.3,0.6333333333333333,0.6666666666666666,WAS,WAS @ DET,09/11/2008,L,40,70.1,26.3,63.166666666666664,41.2,4.7,13.233333333333333,33.93333333333333,12.8,19.266666666666666,66.46666666666667,11.1,22.8,33.9,14.933333333333334,18.3,7.566666666666666,3.0,21.533333333333335,-4.766666666666667,0.36666666666666664,0.5,0,1
IND,IND vs. NYL,09/11/2008,W,40,70.76666666666667,25.466666666666665,64.13333333333334,39.4,6.366666666666666,18.533333333333335,34.3,13.466666666666667,18.3,72.56666666666666,10.2,23.366666666666667,33.56666666666667,14.333333333333334,17.533333333333335,9.5,5.3,21.366666666666667,0.4666666666666667,0.5,0.8333333333333334,DET,DET vs. WAS,09/11/2008,W,40,77.86666666666666,28.666666666666668,67.9,41.86666666666667,4.833333333333333,13.9,34.03333333333333,15.7,21.033333333333335,73.9,11.833333333333334,24.666666666666668,36.5,17.633333333333333,14.6,8.4,3.3333333333333335,21.666666666666668,2.7333333333333334,0.5666666666666667,0.6666666666666666,1,0
IND,IND @ MIN,09/09/2008,L,40,70.76666666666667,25.466666666666665,64.13333333333334,39.4,6.366666666666666,18.533333333333335,34.3,13.466666666666667,18.3,72.56666666666666,10.2,23.366666666666667,33.56666666666667,14.333333333333334,17.533333333333335,9.5,5.3,21.366666666666667,0.4666666666666667,0.5,0.8333333333333334,HOU,HOU vs. CON,09/09/2008,W,40,74.7,27.233333333333334,65.16666666666667,41.43333333333333,4.3,13.666666666666666,30.566666666666666,15.933333333333334,20.633333333333333,77.23333333333333,10.9,23.8,34.7,16.4,17.6,8.6,3.466666666666667,21.1,-0.6333333333333333,0.5,0.16666666666666666,1,0
PHO,PHO @ DET,09/09/2008,L,40,88.4,31.3,73.1,42.333333333333336,7.3,21.4,33.3,18.5,22.433333333333334,82.13333333333334,11.033333333333333,24.933333333333334,35.96666666666667,16.566666666666666,14.5,6.866666666666666,4.466666666666667,22.5,-0.1,0.4666666666666667,0.3333333333333333,SEA,SEA @ SAC,09/09/2008,L,40,74.1,26.333333333333332,62.766666666666666,41.6,4.466666666666667,14.5,30.933333333333334,16.966666666666665,22.133333333333333,76.56666666666666,10.4,24.533333333333335,34.93333333333333,15.766666666666667,14.733333333333333,7.666666666666667,4.266666666666667,19.966666666666665,3.533333333333333,0.6666666666666666,0.8333333333333334,0,1
CHI,CHI vs. WAS,09/09/2008,W,40,72.96666666666667,26.233333333333334,62.3,41.93333333333333,3.7333333333333334,11.333333333333334,32.56666666666667,16.766666666666666,24.333333333333332,68.83333333333333,10.833333333333334,22.833333333333332,33.666666666666664,15.8,15.033333333333333,7.533333333333333,4.266666666666667,19.366666666666667,-0.7,0.4,0.3333333333333333,WAS,WAS @ CHI,09/09/2008,L,40,70.1,26.3,63.166666666666664,41.2,4.7,13.233333333333333,33.93333333333333,12.8,19.266666666666666,66.46666666666667,11.1,22.8,33.9,14.933333333333334,18.3,7.566666666666666,3.0,21.533333333333335,-4.766666666666667,0.36666666666666664,0.5,0,1
SAC,SAC vs. SEA,09/09/2008,W,40,74.8,25.8,64.2,40.03333333333333,4.533333333333333,12.733333333333333,36.06666666666667,18.666666666666668,24.6,74.96666666666667,11.5,21.533333333333335,33.03333333333333,13.633333333333333,16.766666666666666,9.266666666666667,2.2,20.3,-0.7,0.5333333333333333,0.3333333333333333,DET,DET vs. PHO,09/09/2008,W,40,77.86666666666666,28.666666666666668,67.9,41.86666666666667,4.833333333333333,13.9,34.03333333333333,15.7,21.033333333333335,73.9,11.833333333333334,24.666666666666668,36.5,17.633333333333333,14.6,8.4,3.3333333333333335,21.666666666666668,2.7333333333333334,0.5666666666666667,0.6666666666666666,1,0
MIN,MIN vs. IND,09/09/2008,W,40,80.66666666666667,28.733333333333334,67.2,42.43333333333333,4.066666666666666,12.1,33.266666666666666,19.133333333333333,24.666666666666668,77.73333333333333,10.466666666666667,23.3,33.766666666666666,17.0,13.933333333333334,8.8,3.8666666666666667,22.0,2.9,0.5333333333333333,0.8333333333333334,CON,CON @ HOU,09/09/2008,L,40,79.4,28.333333333333332,66.53333333333333,42.13333333333333,6.633333333333334,20.0,32.833333333333336,16.1,21.7,74.2,10.766666666666667,26.033333333333335,36.8,18.0,14.8,6.166666666666667,2.9,17.866666666666667,5.3,0.6333333333333333,0.6666666666666666,0,1
SAN,SAN @ NYL,09/09/2008,W,40,73.43333333333334,26.0,61.733333333333334,41.766666666666666,5.266666666666667,15.9,32.5,16.166666666666668,20.2,79.7,8.1,24.4,32.5,17.333333333333332,16.066666666666666,8.133333333333333,4.533333333333333,17.833333333333332,1.8,0.6333333333333333,0.3333333333333333,NYL,NYL vs. SAN,09/09/2008,L,40,75.8,26.5,62.96666666666667,41.733333333333334,7.4,19.866666666666667,36.86666666666667,15.4,20.366666666666667,76.46666666666667,9.233333333333333,23.3,32.53333333333333,16.3,16.066666666666666,8.766666666666667,3.3333333333333335,18.9,1.4666666666666666,0.6,0.6666666666666666,0,0
IND,IND @ ATL,09/08/2008,W,40,70.76666666666667,25.466666666666665,64.13333333333334,39.4,6.366666666666666,18.533333333333335,34.3,13.466666666666667,18.3,72.56666666666666,10.2,23.366666666666667,33.56666666666667,14.333333333333334,17.533333333333335,9.5,5.3,21.366666666666667,0.4666666666666667,0.5,0.8333333333333334,ATL,ATL vs. IND,09/08/2008,L,40,74.55172413793103,26.344827586206897,66.48275862068965,39.310344827586206,5.9655172413793105,17.379310344827587,33.310344827586206,15.89655172413793,21.413793103448278,73.86206896551724,9.827586206896552,21.93103448275862,31.75862068965517,14.379310344827585,17.862068965517242,8.310344827586206,4.103448275862069,24.03448275862069,-11.10344827586207,0.1,0.0,0,0
CON,CON vs. SAN,09/07/2008,L,40,79.4,28.333333333333332,66.53333333333333,42.13333333333333,6.633333333333334,20.0,32.833333333333336,16.1,21.7,74.2,10.766666666666667,26.033333333333335,36.8,18.0,14.8,6.166666666666667,2.9,17.866666666666667,5.3,0.6333333333333333,0.6666666666666666,SAC,SAC vs. MIN,09/07/2008,W,40,74.8,25.8,64.2,40.03333333333333,4.533333333333333,12.733333333333333,36.06666666666667,18.666666666666668,24.6,74.96666666666667,11.5,21.533333333333335,33.03333333333333,13.633333333333333,16.766666666666666,9.266666666666667,2.2,20.3,-0.7,0.5333333333333333,0.3333333333333333,1,0
CHI,CHI @ NYL,09/07/2008,L,40,72.96666666666667,26.233333333333334,62.3,41.93333333333333,3.7333333333333334,11.333333333333334,32.56666666666667,16.766666666666666,24.333333333333332,68.83333333333333,10.833333333333334,22.833333333333332,33.666666666666664,15.8,15.033333333333333,7.533333333333333,4.266666666666667,19.366666666666667,-0.7,0.4,0.3333333333333333,SAN,SAN @ CON,09/07/2008,W,40,73.43333333333334,26.0,61.733333333333334,41.766666666666666,5.266666666666667,15.9,32.5,16.166666666666668,20.2,79.7,8.1,24.4,32.5,17.333333333333332,16.066666666666666,8.133333333333333,4.533333333333333,17.833333333333332,1.8,0.6333333333333333,0.3333333333333333,1,1
HOU,HOU @ PHO,09/07/2008,L,40,74.7,27.233333333333334,65.16666666666667,41.43333333333333,4.3,13.666666666666666,30.566666666666666,15.933333333333334,20.633333333333333,77.23333333333333,10.9,23.8,34.7,16.4,17.6,8.6,3.466666666666667,21.1,-0.6333333333333333,0.5,0.16666666666666666,MIN,MIN @ SAC,09/07/2008,L,40,80.66666666666667,28.733333333333334,67.2,42.43333333333333,4.066666666666666,12.1,33.266666666666666,19.133333333333333,24.666666666666668,77.73333333333333,10.466666666666667,23.3,33.766666666666666,17.0,13.933333333333334,8.8,3.8666666666666667,22.0,2.9,0.5333333333333333,0.8333333333333334,0,1
PHO,PHO vs. HOU,09/07/2008,W,40,88.4,31.3,73.1,42.333333333333336,7.3,21.4,33.3,18.5,22.433333333333334,82.13333333333334,11.033333333333333,24.933333333333334,35.96666666666667,16.566666666666666,14.5,6.866666666666666,4.466666666666667,22.5,-0.1,0.4666666666666667,0.3333333333333333,NYL,NYL vs. CHI,09/07/2008,W,40,75.8,26.5,62.96666666666667,41.733333333333334,7.4,19.866666666666667,36.86666666666667,15.4,20.366666666666667,76.46666666666667,9.233333333333333,23.3,32.53333333333333,16.3,16.066666666666666,8.766666666666667,3.3333333333333335,18.9,1.4666666666666666,0.6,0.6666666666666666,1,0
DET,DET @ WAS,09/06/2008,W,40,77.86666666666666,28.666666666666668,67.9,41.86666666666667,4.833333333333333,13.9,34.03333333333333,15.7,21.033333333333335,73.9,11.833333333333334,24.666666666666668,36.5,17.633333333333333,14.6,8.4,3.3333333333333335,21.666666666666668,2.7333333333333334,0.5666666666666667,0.6666666666666666,WAS,WAS vs. DET,09/06/2008,L,40,70.1,26.3,63.166666666666664,41.2,4.7,13.233333333333333,33.93333333333333,12.8,19.266666666666666,66.46666666666667,11.1,22.8,33.9,14.933333333333334,18.3,7.566666666666666,3.0,21.533333333333335,-4.766666666666667,0.36666666666666664,0.5,0,0
LAS,LAS @ HOU,09/06/2008,W,40,76.96666666666667,28.066666666666666,66.03333333333333,41.93333333333333,4.633333333333334,14.266666666666667,33.06666666666667,16.2,21.5,75.63333333333334,11.3,26.133333333333333,37.43333333333333,17.766666666666666,18.166666666666668,7.333333333333333,6.433333333333334,21.333333333333332,1.1666666666666667,0.5666666666666667,0.6666666666666666,SEA,SEA vs. MIN,09/06/2008,W,40,74.1,26.333333333333332,62.766666666666666,41.6,4.466666666666667,14.5,30.933333333333334,16.966666666666665,22.133333333333333,76.56666666666666,10.4,24.533333333333335,34.93333333333333,15.766666666666667,14.733333333333333,7.666666666666667,4.266666666666667,19.966666666666665,3.533333333333333,0.6666666666666666,0.8333333333333334,1,0
MIN,MIN @ SEA,09/06/2008,L,40,80.66666666666667,28.733333333333334,67.2,42.43333333333333,4.066666666666666,12.1,33.266666666666666,19.133333333333333,24.666666666666668,77.73333333333333,10.466666666666667,23.3,33.766666666666666,17.0,13.933333333333334,8.8,3.8666666666666667,22.0,2.9,0.5333333333333333,0.8333333333333334,HOU,HOU vs. LAS,09/06/2008,L,40,74.7,27.233333333333334,65.16666666666667,41.43333333333333,4.3,13.666666666666666,30.566666666666666,15.933333333333334,20.633333333333333,77.23333333333333,10.9,23.8,34.7,16.4,17.6,8.6,3.466666666666667,21.1,-0.6333333333333333,0.5,0.16666666666666666,0,0
NYL,NYL vs. ATL,09/05/2008,W,40,75.8,26.5,62.96666666666667,41.733333333333334,7.4,19.866666666666667,36.86666666666667,15.4,20.366666666666667,76.46666666666667,9.233333333333333,23.3,32.53333333333333,16.3,16.066666666666666,8.766666666666667,3.3333333333333335,18.9,1.4666666666666666,0.6,0.6666666666666666,PHO,PHO vs. SAC,09/05/2008,W,40,88.4,31.3,73.1,42.333333333333336,7.3,21.4,33.3,18.5,22.433333333333334,82.13333333333334,11.033333333333333,24.933333333333334,35.96666666666667,16.566666666666666,14.5,6.866666666666666,4.466666666666667,22.5,-0.1,0.4666666666666667,0.3333333333333333,1,0
CHI,CHI @ CON,09/05/2008,L,40,72.96666666666667,26.233333333333334,62.3,41.93333333333333,3.7333333333333334,11.333333333333334,32.56666666666667,16.766666666666666,24.333333333333332,68.83333333333333,10.833333333333334,22.833333333333332,33.666666666666664,15.8,15.033333333333333,7.533333333333333,4.266666666666667,19.366666666666667,-0.7,0.4,0.3333333333333333,ATL,ATL @ NYL,09/05/2008,L,40,74.55172413793103,26.344827586206897,66.48275862068965,39.310344827586206,5.9655172413793105,17.379310344827587,33.310344827586206,15.89655172413793,21.413793103448278,73.86206896551724,9.827586206896552,21.93103448275862,31.75862068965517,14.379310344827585,17.862068965517242,8.310344827586206,4.103448275862069,24.03448275862069,-11.10344827586207,0.1,0.0,0,1
IND,IND @ DET,09/05/2008,L,40,70.76666666666667,25.466666666666665,64.13333333333334,39.4,6.366666666666666,18.533333333333335,34.3,13.466666666666667,18.3,72.56666666666666,10.2,23.366666666666667,33.56666666666667,14.333333333333334,17.533333333333335,9.5,5.3,21.366666666666667,0.4666666666666667,0.5,0.8333333333333334,SAC,SAC @ PHO,09/05/2008,L,40,74.8,25.8,64.2,40.03333333333333,4.533333333333333,12.733333333333333,36.06666666666667,18.666666666666668,24.6,74.96666666666667,11.5,21.533333333333335,33.03333333333333,13.633333333333333,16.766666666666666,9.266666666666667,2.2,20.3,-0.7,0.5333333333333333,0.3333333333333333,0,1
SAN,SAN vs. LAS,09/05/2008,W,40,73.43333333333334,26.0,61.733333333333334,41.766666666666666,5.266666666666667,15.9,32.5,16.166666666666668,20.2,79.7,8.1,24.4,32.5,17.333333333333332,16.066666666666666,8.133333333333333,4.533333333333333,17.833333333333332,1.8,0.6333333333333333,0.3333333333333333,LAS,LAS @ SAN,09/05/2008,L,40,76.96666666666667,28.066666666666666,66.03333333333333,41.93333333333333,4.633333333333334,14.266666666666667,33.06666666666667,16.2,21.5,75.63333333333334,11.3,26.133333333333333,37.43333333333333,17.766666666666666,18.166666666666668,7.333333333333333,6.433333333333334,21.333333333333332,1.1666666666666667,0.5666666666666667,0.6666666666666666,0,1
CON,CON vs. CHI,09/05/2008,W,40,79.4,28.333333333333332,66.53333333333333,42.13333333333333,6.633333333333334,20.0,32.833333333333336,16.1,21.7,74.2,10.766666666666667,26.033333333333335,36.8,18.0,14.8,6.166666666666667,2.9,17.866666666666667,5.3,0.6333333333333333,0.6666666666666666,DET,DET vs. IND,09/05/2008,W,40,77.86666666666666,28.666666666666668,67.9,41.86666666666667,4.833333333333333,13.9,34.03333333333333,15.7,21.033333333333335,73.9,11.833333333333334,24.666666666666668,36.5,17.633333333333333,14.6,8.4,3.3333333333333335,21.666666666666668,2.7333333333333334,0.5666666666666667,0.6666666666666666,1,0
CHI,CHI vs. SEA,09/04/2008,L,40,72.96666666666667,26.233333333333334,62.3,41.93333333333333,3.7333333333333334,11.333333333333334,32.56666666666667,16.766666666666666,24.333333333333332,68.83333333333333,10.833333333333334,22.833333333333332,33.666666666666664,15.8,15.033333333333333,7.533333333333333,4.266666666666667,19.366666666666667,-0.7,0.4,0.3333333333333333,SEA,SEA @ CHI,09/04/2008,W,40,74.1,26.333333333333332,62.766666666666666,41.6,4.466666666666667,14.5,30.933333333333334,16.966666666666665,22.133333333333333,76.56666666666666,10.4,24.533333333333335,34.93333333333333,15.766666666666667,14.733333333333333,7.666666666666667,4.266666666666667,19.966666666666665,3.533333333333333,0.6666666666666666,0.8333333333333334,1,1
MIN,MIN @ PHO,09/03/2008,L,40,80.66666666666667,28.733333333333334,67.2,42.43333333333333,4.066666666666666,12.1,33.266666666666666,19.133333333333333,24.666666666666668,77.73333333333333,10.466666666666667,23.3,33.766666666666666,17.0,13.933333333333334,8.8,3.8666666666666667,22.0,2.9,0.5333333333333333,0.8333333333333334,PHO,PHO vs. MIN,09/03/2008,W,40,88.4,31.3,73.1,42.333333333333336,7.3,21.4,33.3,18.5,22.433333333333334,82.13333333333334,11.033333333333333,24.933333333333334,35.96666666666667,16.566666666666666,14.5,6.866666666666666,4.466666666666667,22.5,-0.1,0.4666666666666667,0.3333333333333333,1,0
HOU,HOU vs. NYL,09/02/2008,L,45,74.7,27.233333333333334,65.16666666666667,41.43333333333333,4.3,13.666666666666666,30.566666666666666,15.933333333333334,20.633333333333333,77.23333333333333,10.9,23.8,34.7,16.4,17.6,8.6,3.466666666666667,21.1,-0.6333333333333333,0.5,0.16666666666666666,IND,IND @ WAS,09/02/2008,W,40,70.76666666666667,25.466666666666665,64.13333333333334,39.4,6.366666666666666,18.533333333333335,34.3,13.466666666666667,18.3,72.56666666666666,10.2,23.366666666666667,33.56666666666667,14.333333333333334,17.533333333333335,9.5,5.3,21.366666666666667,0.4666666666666667,0.5,0.8333333333333334,1,1
WAS,WAS vs. IND,09/02/2008,L,40,70.1,26.3,63.166666666666664,41.2,4.7,13.233333333333333,33.93333333333333,12.8,19.266666666666666,66.46666666666667,11.1,22.8,33.9,14.933333333333334,18.3,7.566666666666666,3.0,21.533333333333335,-4.766666666666667,0.36666666666666664,0.5,SEA,SEA @ ATL,09/02/2008,W,40,74.1,26.333333333333332,62.766666666666666,41.6,4.466666666666667,14.5,30.933333333333334,16.966666666666665,22.133333333333333,76.56666666666666,10.4,24.533333333333335,34.93333333333333,15.766666666666667,14.733333333333333,7.666666666666667,4.266666666666667,19.966666666666665,3.533333333333333,0.6666666666666666,0.8333333333333334,1,1
NYL,NYL @ HOU,09/02/2008,W,45,75.8,26.5,62.96666666666667,41.733333333333334,7.4,19.866666666666667,36.86666666666667,15.4,20.366666666666667,76.46666666666667,9.233333333333333,23.3,32.53333333333333,16.3,16.066666666666666,8.766666666666667,3.3333333333333335,18.9,1.4666666666666666,0.6,0.6666666666666666,ATL,ATL vs. SEA,09/02/2008,L,40,74.55172413793103,26.344827586206897,66.48275862068965,39.310344827586206,5.9655172413793105,17.379310344827587,33.310344827586206,15.89655172413793,21.413793103448278,73.86206896551724,9.827586206896552,21.93103448275862,31.75862068965517,14.379310344827585,17.862068965517242,8.310344827586206,4.103448275862069,24.03448275862069,-11.10344827586207,0.1,0.0,0,0
MIN,MIN @ LAS,09/01/2008,L,40,80.66666666666667,28.733333333333334,67.2,42.43333333333333,4.066666666666666,12.1,33.266666666666666,19.133333333333333,24.666666666666668,77.73333333333333,10.466666666666667,23.3,33.766666666666666,17.0,13.933333333333334,8.8,3.8666666666666667,22.0,2.9,0.5333333333333333,0.8333333333333334,LAS,LAS vs. MIN,09/01/2008,W,40,76.96666666666667,28.066666666666666,66.03333333333333,41.93333333333333,4.633333333333334,14.266666666666667,33.06666666666667,16.2,21.5,75.63333333333334,11.3,26.133333333333333,37.43333333333333,17.766666666666666,18.166666666666668,7.333333333333333,6.433333333333334,21.333333333333332,1.1666666666666667,0.5666666666666667,0.6666666666666666,1,0
CHI,CHI vs. DET,08/31/2008,W,45,72.4,26.4,63.6,41.36666666666667,4.033333333333333,11.966666666666667,33.46666666666667,15.566666666666666,21.966666666666665,70.7,10.966666666666667,22.933333333333334,33.9,16.133333333333333,15.1,7.8,4.133333333333334,18.9,-1.6666666666666667,0.3333333333333333,0.3333333333333333,SEA,SEA @ CON,08/31/2008,L,40,74.73333333333333,26.366666666666667,63.3,41.333333333333336,4.7,15.033333333333333,31.1,17.3,22.433333333333334,77.13333333333334,10.633333333333333,24.466666666666665,35.1,15.666666666666666,14.633333333333333,7.5,4.466666666666667,19.966666666666665,2.966666666666667,0.6666666666666666,0.8333333333333334,0,1
DET,DET @ CHI,08/31/2008,L,45,77.4,28.5,68.23333333333333,41.4,4.933333333333334,14.166666666666666,33.93333333333333,15.466666666666667,20.666666666666668,74.13333333333334,12.033333333333333,24.466666666666665,36.5,17.333333333333332,14.633333333333333,8.4,3.3333333333333335,21.466666666666665,1.7,0.5333333333333333,0.3333333333333333,CON,CON vs. SEA,08/31/2008,W,40,77.56666666666666,28.0,67.36666666666666,41.03333333333333,6.566666666666666,20.2,31.7,15.0,20.233333333333334,74.1,10.966666666666667,25.733333333333334,36.7,17.2,14.8,6.466666666666667,3.2,18.2,3.2333333333333334,0.5666666666666667,0.5,1,0
LAS,LAS vs. SAN,08/30/2008,W,40,77.56666666666666,28.233333333333334,66.96666666666667,41.666666666666664,4.766666666666667,14.433333333333334,33.733333333333334,16.333333333333332,21.3,76.93333333333334,11.4,25.866666666666667,37.266666666666666,17.933333333333334,17.9,7.0,6.0,21.366666666666667,-0.4,0.5,0.3333333333333333,MIN,MIN vs. WAS,08/30/2008,W,40,80.26666666666667,28.733333333333334,67.5,42.266666666666666,3.966666666666667,12.066666666666666,32.7,18.833333333333332,24.2,77.96666666666667,10.466666666666667,23.166666666666668,33.63333333333333,17.266666666666666,14.0,8.8,3.8666666666666667,21.766666666666666,2.1333333333333333,0.5,0.6666666666666666,1,0
SAN,SAN @ LAS,08/30/2008,L,40,73.4,26.133333333333333,61.833333333333336,41.96666666666667,5.1,15.7,31.866666666666667,16.033333333333335,20.066666666666666,79.3,8.466666666666667,24.0,32.46666666666667,17.066666666666666,16.6,8.0,4.566666666666666,17.9,0.8666666666666667,0.6,0.3333333333333333,ATL,ATL @ IND,08/30/2008,L,40,74.74074074074075,26.11111111111111,66.5925925925926,38.851851851851855,6.148148148148148,17.555555555555557,33.44444444444444,16.37037037037037,21.925925925925927,74.4074074074074,10.11111111111111,22.11111111111111,32.22222222222222,14.555555555555555,17.77777777777778,8.296296296296296,4.111111111111111,23.74074074074074,-10.407407407407407,0.1,0.0,0,1
IND,IND vs. ATL,08/30/2008,W,40,70.7,25.433333333333334,64.26666666666667,39.266666666666666,6.4,18.4,34.7,13.433333333333334,18.133333333333333,73.23333333333333,10.0,23.566666666666666,33.56666666666667,14.533333333333333,17.533333333333335,9.233333333333333,5.2,21.366666666666667,0.5666666666666667,0.4666666666666667,0.5,HOU,HOU @ SAC,08/30/2008,L,40,75.6,27.566666666666666,65.3,41.93333333333333,4.3,13.366666666666667,31.166666666666668,16.166666666666668,20.866666666666667,77.26666666666667,11.066666666666666,24.4,35.46666666666667,16.7,17.7,8.533333333333333,3.5,21.2,0.6,0.5333333333333333,0.3333333333333333,0,1
WAS,WAS @ MIN,08/30/2008,L,40,69.9,26.233333333333334,63.03333333333333,41.2,4.666666666666667,13.233333333333333,33.7,12.766666666666667,18.966666666666665,67.16666666666667,11.1,22.533333333333335,33.63333333333333,14.8,18.466666666666665,7.666666666666667,3.033333333333333,20.7,-4.266666666666667,0.4,0.3333333333333333,SAC,SAC vs. HOU,08/30/2008,W,40,75.76666666666667,26.366666666666667,64.4,40.833333333333336,4.633333333333334,12.8,36.56666666666667,18.4,24.166666666666668,75.1,11.5,21.566666666666666,33.06666666666667,14.133333333333333,16.733333333333334,9.233333333333333,2.3333333333333335,20.066666666666666,-0.8,0.5333333333333333,0.3333333333333333,1,0
CON,CON @ ATL,08/29/2008,W,40,77.56666666666666,28.0,67.36666666666666,41.03333333333333,6.566666666666666,20.2,31.7,15.0,20.233333333333334,74.1,10.966666666666667,25.733333333333334,36.7,17.2,14.8,6.466666666666667,3.2,18.2,3.2333333333333334,0.5666666666666667,0.5,ATL,ATL vs. CON,08/29/2008,L,40,74.74074074074075,26.11111111111111,66.5925925925926,38.851851851851855,6.148148148148148,17.555555555555557,33.44444444444444,16.37037037037037,21.925925925925927,74.4074074074074,10.11111111111111,22.11111111111111,32.22222222222222,14.555555555555555,17.77777777777778,8.296296296296296,4.111111111111111,23.74074074074074,-10.407407407407407,0.1,0.0,0,0
CHI,CHI @ WAS,08/29/2008,W,40,72.4,26.4,63.6,41.36666666666667,4.033333333333333,11.966666666666667,33.46666666666667,15.566666666666666,21.966666666666665,70.7,10.966666666666667,22.933333333333334,33.9,16.133333333333333,15.1,7.8,4.133333333333334,18.9,-1.6666666666666667,0.3333333333333333,0.3333333333333333,WAS,WAS vs. CHI,08/29/2008,L,40,69.9,26.233333333333334,63.03333333333333,41.2,4.666666666666667,13.233333333333333,33.7,12.766666666666667,18.966666666666665,67.16666666666667,11.1,22.533333333333335,33.63333333333333,14.8,18.466666666666665,7.666666666666667,3.033333333333333,20.7,-4.266666666666667,0.4,0.3333333333333333,0,0
NYL,NYL @ DET,08/29/2008,L,40,76.5,26.7,63.13333333333333,41.93333333333333,7.533333333333333,19.9,37.7,15.566666666666666,20.4,77.16666666666667,9.233333333333333,23.4,32.63333333333333,16.633333333333333,16.1,8.6,3.3,18.633333333333333,1.8666666666666667,0.6333333333333333,0.6666666666666666,DET,DET vs. NYL,08/29/2008,W,40,77.4,28.5,68.23333333333333,41.4,4.933333333333334,14.166666666666666,33.93333333333333,15.466666666666667,20.666666666666668,74.13333333333334,12.033333333333333,24.466666666666665,36.5,17.333333333333332,14.633333333333333,8.4,3.3333333333333335,21.466666666666665,1.7,0.5333333333333333,0.3333333333333333,1,0
IND,IND vs. CON,08/28/2008,L,40,70.7,25.433333333333334,64.26666666666667,39.266666666666666,6.4,18.4,34.7,13.433333333333334,18.133333333333333,73.23333333333333,10.0,23.566666666666666,33.56666666666667,14.533333333333333,17.533333333333335,9.233333333333333,5.2,21.366666666666667,0.5666666666666667,0.4666666666666667,0.5,CHI,CHI @ NYL,08/28/2008,W,40,72.4,26.4,63.6,41.36666666666667,4.033333333333333,11.966666666666667,33.46666666666667,15.566666666666666,21.966666666666665,70.7,10.966666666666667,22.933333333333334,33.9,16.133333333333333,15.1,7.8,4.133333333333334,18.9,-1.6666666666666667,0.3333333333333333,0.3333333333333333,1,1
CON,CON @ IND,08/28/2008,W,40,77.56666666666666,28.0,67.36666666666666,41.03333333333333,6.566666666666666,20.2,31.7,15.0,20.233333333333334,74.1,10.966666666666667,25.733333333333334,36.7,17.2,14.8,6.466666666666667,3.2,18.2,3.2333333333333334,0.5666666666666667,0.5,LAS,LAS vs. SAC,08/28/2008,W,40,77.56666666666666,28.233333333333334,66.96666666666667,41.666666666666664,4.766666666666667,14.433333333333334,33.733333333333334,16.333333333333332,21.3,76.93333333333334,11.4,25.866666666666667,37.266666666666666,17.933333333333334,17.9,7.0,6.0,21.366666666666667,-0.4,0.5,0.3333333333333333,1,0
NYL,NYL vs. CHI,08/28/2008,L,40,76.5,26.7,63.13333333333333,41.93333333333333,7.533333333333333,19.9,37.7,15.566666666666666,20.4,77.16666666666667,9.233333333333333,23.4,32.63333333333333,16.633333333333333,16.1,8.6,3.3,18.633333333333333,1.8666666666666667,0.6333333333333333,0.6666666666666666,SAC,SAC @ LAS,08/28/2008,L,40,75.76666666666667,26.366666666666667,64.4,40.833333333333336,4.633333333333334,12.8,36.56666666666667,18.4,24.166666666666668,75.1,11.5,21.566666666666666,33.06666666666667,14.133333333333333,16.733333333333334,9.233333333333333,2.3333333333333335,20.066666666666666,-0.8,0.5333333333333333,0.3333333333333333,0,1
